gender,age,age_partner,importance_same_religion,pref_of_partner_attractive,pref_of_partner_sincere,pref_of_partner_intelligence,pref_of_partner_funny,pref_of_partner_ambitious,pref_of_partner_shared_interests,eval_by_partner_attractive,eval_by_partner_sincere,eval_by_partner_intelligence,eval_by_partner_funny,eval_by_partner_ambitous,eval_by_partner_shared_interests,my_pref_attractive,my_pref_sincere,my_pref_intellicence,my_pref_funny,my_pref_ambtition,my_pref_shared_interests,my_eval_attractive,my_eval_sincere,my_eval_intelligence,my_eval_funny,my_eval_ambition,my_eval_shared_interests,interests_correlate,expected_happy_with_couple_match,how_much_i_liked,guess_prob_liked,married
male,27,27,3,15,20,20,15,15,15,8,8,9,8,9,7,20,20,20,25,5,10,6,7,6,5,8,,0.28,6,6,5,0
male,27,34,3,10,25,20,20,5,20,7,9,9,6,6,8,20,20,20,25,5,10,6,9,7,6,9,,0.28,6,6,6,0
male,27,26,3,10,30,30,10,10,10,7,7,7,7,5,7,20,20,20,25,5,10,7,7,7,9,9,,0.09,6,7,7,0
male,27,29,3,90,2,2,2,2,2,5,6,8,7,6,6,20,20,20,25,5,10,7,7,6,8,,,0.51,6,7,7,1
male,27,26,3,20,20,25,20,5,10,4,6,7,3,2,7,20,20,20,25,5,10,7,8,8,8,7,7,0.31,6,8,7,1
male,28,22,9,20,20,20,10,10,20,7,8,8,7,9,5,20,20,20,10,10,20,6,8,9,8,9,3,0.46,5,3,2,0
male,28,23,9,15,15,20,20,20,10,6,7,7,6,7,6,20,20,20,10,10,20,9,9,7,8,8,5,0.01,5,6,4,0
male,28,24,9,15,20,15,20,15,15,7,7,7,9,9,9,20,20,20,10,10,20,4,6,7,2,2,1,0.07,5,4,2,0
male,28,34,9,10,20,20,20,20,10,7,8,6,6,7,5,20,20,20,10,10,20,2,6,8,4,3,1,0.73,5,3,7,0
male,28,27,9,15,20,20,15,15,15,8,9,9,8,9,8,20,20,20,10,10,20,8,8,8,8,9,7,0.18,5,8,5,1
male,28,34,9,10,25,20,20,5,20,7,6,6,7,8,7,20,20,20,10,10,20,6,8,9,3,6,3,0.66,5,3,2,0
male,28,26,9,10,30,30,10,10,10,7,7,6,6,5,5,20,20,20,10,10,20,8,6,8,10,9,2,-0.31,5,3,3,0
male,28,29,9,90,2,2,2,2,2,5,7,8,6,7,5,20,20,20,10,10,20,8,9,9,9,9,7,0,5,7,5,0
male,28,26,9,20,20,25,20,5,10,3,6,6,5,9,5,20,20,20,10,10,20,8,5,7,5,3,1,0.19,5,4,2,0
male,32,22,6,20,20,20,10,10,20,4,6,10,6,6,7,18,10,30,10,10,22,8,7,6,6,,5,0.05,2,7,3,0
male,32,23,6,15,15,20,20,20,10,2,6,8,4,8,3,18,10,30,10,10,22,7,6,6,5,4,4,0.43,2,6,4,0
male,32,24,6,15,20,15,20,15,15,4,6,9,3,9,5,18,10,30,10,10,22,9,7,8,6,6,5,0.19,2,8,2,0
male,32,34,6,10,20,20,20,20,10,6,8,9,8,10,,18,10,30,10,10,22,7,8,6,6,,,0.31,2,6,4,0
male,32,27,6,15,20,20,15,15,15,8,9,10,9,10,8,18,10,30,10,10,22,6,7,6,6,6,4,0.26,2,5,5,0
male,32,34,6,10,25,20,20,5,20,7,6,9,8,7,7,18,10,30,10,10,22,6,8,8,6,5,3,0.54,2,7,,1
male,32,26,6,10,30,30,10,10,10,5,7,6,5,6,3,18,10,30,10,10,22,8,7,8,7,7,4,0.18,2,8,3,0
male,32,29,6,90,2,2,2,2,2,4,7,10,7,8,5,18,10,30,10,10,22,9,8,7,7,6,4,0.11,2,8,4,0
male,32,26,6,20,20,25,20,5,10,3,2,6,2,2,7,18,10,30,10,10,22,9,8,8,7,7,6,0.73,2,7,2,0
male,25,22,1,20,20,20,10,10,20,4,8,7,5,6,2,35,20,10,20,10,5,3,6,7,,,,0.44,3,5,5,0
male,25,23,1,15,15,20,20,20,10,3,7,5,4,4,4,35,20,10,20,10,5,6,3,5,5,,4,0.44,3,4,3,0
male,25,24,1,15,20,15,20,15,15,4,7,5,5,7,7,35,20,10,20,10,5,2,3,,2,,4,0.26,3,4,3,0
male,25,34,1,10,20,20,20,20,10,2,6,5,2,3,2,35,20,10,20,10,5,3,7,7,4,,5,0.24,3,5,3,0
male,25,27,1,15,20,20,15,15,15,7,9,9,9,10,6,35,20,10,20,10,5,6,6,7,,,5,0.46,3,7,3,0
male,25,34,1,10,25,20,20,5,20,5,9,7,7,5,6,35,20,10,20,10,5,5,5,6,5,,6,0.52,3,6,5,0
male,25,26,1,10,30,30,10,10,10,4,4,4,5,5,4,35,20,10,20,10,5,5,7,7,7,5,5,-0.25,3,7,6,0
male,25,29,1,90,2,2,2,2,2,4,9,8,6,6,4,35,20,10,20,10,5,8,5,6,7,,5,0.14,3,5,5,0
male,25,26,1,20,20,25,20,5,10,4,8,8,6,,,35,20,10,20,10,5,8,7,7,7,5,,0.33,3,7,5,1
male,25,22,1,20,20,20,10,10,20,3,7,9,2,9,,20,30,10,15,0,25,3,7,5,5,4,4,-0.2,6,6,6,0
male,25,23,1,15,15,20,20,20,10,3,8,7,5,5,2,20,30,10,15,0,25,8,7,7,7,2,3,-0.63,6,7,6,0
male,25,24,1,15,20,15,20,15,15,3,7,7,4,7,3,20,30,10,15,0,25,7,7,5,3,7,3,-0.14,6,3,3,0
male,25,34,1,10,20,20,20,20,10,6,9,8,6,8,2,20,30,10,15,0,25,5,6,8,5,6,3,0.27,6,6,6,0
male,25,27,1,15,20,20,15,15,15,5,8,8,5,7,5,20,30,10,15,0,25,6,7,7,6,5,3,-0.14,6,6,5,0
male,25,34,1,10,25,20,20,5,20,6,8,8,5,6,7,20,30,10,15,0,25,5,8,6,5,4,7,0.02,6,7,7,0
male,25,26,1,10,30,30,10,10,10,4,5,5,4,7,3,20,30,10,15,0,25,6,6,4,8,3,4,-0.06,6,7,7,0
male,25,29,1,90,2,2,2,2,2,5,10,10,9,6,7,20,30,10,15,0,25,5,6,5,5,4,3,-0.15,6,5,6,0
male,25,26,1,20,20,25,20,5,10,1,7,6,2,2,3,20,30,10,15,0,25,8,6,6,6,3,5,-0.01,6,7,5,0
male,27,22,1,20,20,20,10,10,20,5,6,6,8,6,2,25,15,20,20,15,5,5,7,8,6,7,3,0.23,6,7,4,0
male,27,23,1,15,15,20,20,20,10,7,6,6,8,7,7,25,15,20,20,15,5,7,8,6,8,6,4,0.04,6,8,6,1
male,27,24,1,15,20,15,20,15,15,7,5,6,8,9,6,25,15,20,20,15,5,6,6,9,6,7,4,-0.03,6,6,4,0
male,27,34,1,10,20,20,20,20,10,7,8,7,6,6,8,25,15,20,20,15,5,6,7,7,6,6,3,0.15,6,6,4,0
male,27,27,1,15,20,20,15,15,15,9,8,9,8,9,7,25,15,20,20,15,5,6,8,7,7,6,3,0.14,6,7,5,0
male,27,34,1,10,25,20,20,5,20,8,8,7,8,9,6,25,15,20,20,15,5,6,7,8,6,3,4,0.15,6,6,4,0
male,27,26,1,10,30,30,10,10,10,5,4,5,7,6,5,25,15,20,20,15,5,6,7,7,8,7,5,0.09,6,7,6,0
male,27,29,1,90,2,2,2,2,2,10,6,8,9,7,5,25,15,20,20,15,5,6,7,7,8,7,5,0.17,6,7,6,1
male,27,26,1,20,20,25,20,5,10,5,3,6,7,10,3,25,15,20,20,15,5,8,7,7,6,6,5,0.16,6,8,5,1
male,33,22,7,20,20,20,10,10,20,4,8,7,8,9,8,22,22,15,15,5,21,9,9,8,9,7,9,0.3,5,9,8,0
male,33,23,7,15,15,20,20,20,10,2,5,5,2,5,2,22,22,15,15,5,21,9,8,9,9,6,7,0.31,5,9,8,0
male,33,24,7,15,20,15,20,15,15,4,7,7,5,9,4,22,22,15,15,5,21,9,9,9,6,7,5,0.47,5,7,6,0
male,33,34,7,10,20,20,20,20,10,3,7,8,4,3,2,22,22,15,15,5,21,6,9,8,7,8,6,-0.09,5,2,6,0
male,33,27,7,15,20,20,15,15,15,6,8,9,8,10,6,22,22,15,15,5,21,9,9,8,9,8,9,0.2,5,9,8,0
male,33,34,7,10,25,20,20,5,20,6,8,8,6,8,5,22,22,15,15,5,21,6,7,6,5,5,5,0.32,5,6,4,0
male,33,26,7,10,30,30,10,10,10,5,5,6,5,7,6,22,22,15,15,5,21,8,9,8,10,9,10,-0.18,5,9,6,0
male,33,29,7,90,2,2,2,2,2,5,8,9,6,10,5,22,22,15,15,5,21,2,9,7,9,9,9,0.19,5,8,7,0
male,33,26,7,20,20,25,20,5,10,3,5,,6,10,,22,22,15,15,5,21,9,8,9,9,7,8,0.27,5,9,7,0
male,25,22,1,20,20,20,10,10,20,7,5,8,5,8,7,20,20,20,20,10,10,5,10,6,7,7,4,0.66,7,5,6,0
male,25,23,1,15,15,20,20,20,10,3,7,7,6,9,5,20,20,20,20,10,10,9,10,7,9,7,7,0.65,7,9,9,0
male,25,24,1,15,20,15,20,15,15,7,6,7,6,7,8,20,20,20,20,10,10,3,8,5,4,4,4,0.39,7,4,6,0
male,25,34,1,10,20,20,20,20,10,6,8,10,8,10,9,20,20,20,20,10,10,6,10,8,7,7,6,0.6,7,6,9,1
male,25,27,1,15,20,20,15,15,15,9,8,9,9,10,10,20,20,20,20,10,10,8,8,8,9,7,8,0.81,7,8,9,1
male,25,34,1,10,25,20,20,5,20,7,8,9,7,8,7,20,20,20,20,10,10,5,8,7,6,6,5,0.6,7,5,9,0
male,25,26,1,10,30,30,10,10,10,7,5,5,6,5,7,20,20,20,20,10,10,6,7,7,8,9,7,-0.38,7,7,10,1
male,25,29,1,90,2,2,2,2,2,8,6,10,9,10,9,20,20,20,20,10,10,8,10,8,8,8,8,0.76,7,8,9,1
male,25,26,1,20,20,25,20,5,10,7,7,7,6,9,7,20,20,20,20,10,10,7,8,7,8,7,8,0.67,7,7,9,1
male,33,22,2,20,20,20,10,10,20,5,8,7,4,,5,19,19,19,19,19,5,8,8,8,6,9,,-0.12,5,7,4,0
male,33,23,2,15,15,20,20,20,10,5,9,8,7,8,5,19,19,19,19,19,5,8,9,8,8,8,,0.11,5,8,8,0
male,33,24,2,15,20,15,20,15,15,5,6,6,7,5,5,19,19,19,19,19,5,4,8,7,3,8,,0.39,5,3,6,0
male,33,34,2,10,20,20,20,20,10,2,10,10,5,,,19,19,19,19,19,5,6,8,8,6,,,0.14,5,6,6,0
male,33,27,2,15,20,20,15,15,15,6,8,8,6,7,6,19,19,19,19,19,5,5,8,7,4,8,8,0.03,5,5,6,0
male,33,34,2,10,25,20,20,5,20,5,7,8,6,6,7,19,19,19,19,19,5,7,8,8,6,6,,0.37,5,7,6,0
male,33,26,2,10,30,30,10,10,10,5,5,5,4,4,3,19,19,19,19,19,5,7,8,7,5,8,,0.28,5,5,6,0
male,33,29,2,90,2,2,2,2,2,7,7,9,6,8,5,19,19,19,19,19,5,7,8,7,6,7,,-0.01,5,7,5,0
male,33,26,2,20,20,25,20,5,10,3,6,7,5,3,7,19,19,19,19,19,5,8,9,8,8,8,8,0.44,5,8,7,1
female,28,29,1,30,25,18,18,4,5,4,8,8,7,6,3,0,25,25,25,25,0,6,6,7,6,5,2,0.37,10,6,8,0
female,28,24,1,30,10,20,20,10,10,7,9,8,9,8,7,0,25,25,25,25,0,4,5,6,6,6,6,0.47,10,6,8,1
female,28,21,1,25,10,25,5,10,25,7,8,8,6,6,7,0,25,25,25,25,0,7,6,9,4,9,3,0.38,10,2,4,0
female,28,26,1,24,16,28,14,8,10,6,9,8,7,9,8,0,25,25,25,25,0,2,4,5,5,5,1,0.34,10,3,3,0
female,28,25,1,60,20,0,20,0,0,6,8,7,6,,,0,25,25,25,25,0,2,1,1,1,9,5,-0.11,10,1,2,0
female,28,32,1,25,15,20,25,10,5,7,7,8,7,8,8,0,25,25,25,25,0,1,2,8,1,8,1,0.64,10,2,8,0
female,28,25,1,27,15,28,10,10,10,6.5,8,9,10,8,4,0,25,25,25,25,0,4,2,5,1,8,7,-0.09,10,6,8,0
female,28,25,1,25,20,30,15,5,5,7,8,7,7,8,5,0,25,25,25,25,0,1,9,8,1,3,1,0.45,10,2,8,0
female,28,27,1,20,20,20,15,5,20,10,8,8,8,5,5,0,25,25,25,25,0,4,6,8,6,6,10,0.53,10,4,8,0
female,28,23,1,25,15,20,20,10,10,7,7,7,7,8,7,0,25,25,25,25,0,1,2,5,7,5,1,-0.15,10,1,4,0
female,28,27,1,50,10,10,10,10,10,9,9,9,9,9,9,0,25,25,25,25,0,6,1,5,1,1,1,-0.02,10,1,2,0
female,28,27,1,25,20,25,20,10,0,7,7,,7,,,0,25,25,25,25,0,2,4,4,1,7,2,0.54,10,3,4,0
female,28,24,1,20,20,25,25,5,5,5,5,5,5,4,4,0,25,25,25,25,0,1,1,6,1,5,1,0.11,10,1,5,0
female,28,22,1,10,15,25,15,15,20,9,8,8,7,9,,0,25,25,25,25,0,4,9,3,2,4,1,0.11,10,2,4,0
female,28,22,1,35,40,5,5,7,8,7,7,7,7,6,,0,25,25,25,25,0,1,2,3,1,5,8,0.5,10,1,5,0
female,28,27,1,20,20,15,25,10,10,4,6,5,8,5,5,0,25,25,25,25,0,1,6,5,1,6,4,0.34,10,1,5,0
female,28,28,1,20,30,10,20,0,20,7,6,6,5,7,2,0,25,25,25,25,0,2,6,6,7,6,3,0.09,10,3,8,0
female,28,34,1,30,10,30,10,5,15,8,7,6,5,4,4,0,25,25,25,25,0,4,2,7,1,7,1,0.31,10,1,2,0
female,28,27,1,20,20,15,15,12,18,6,10,8,9,8,7,0,25,25,25,25,0,1,7,9,2,9,2,-0.16,10,2,8,1
female,28,28,1,20,18,20,17,10,15,6,10,6,6,6,5,0,25,25,25,25,0,8,1,8,1,8,1,0.11,10,6,3,0
female,28,28,1,23,18,21,18,10,10,8,8,7,8,7,8,0,25,25,25,25,0,2,8,8,3,8,1,0.47,10,2,6,0
female,33,29,1,30,25,18,18,4,5,1,7,8,5,7,4,25,30,10,10,5,20,5,6,7,6,7,5,0.43,7,5,6,0
female,33,24,1,30,10,20,20,10,10,5,6,8,7,7,8,25,30,10,10,5,20,6,7,7,7,7,8,0.5,7,7,7,1
female,33,21,1,25,10,25,5,10,25,6,6,7,5,6,7,25,30,10,10,5,20,6,7,7,5,6,5,0.29,7,6,5,0
female,33,26,1,24,16,28,14,8,10,4,7,7,2,6,3,25,30,10,10,5,20,6,6,7,6,7,4,0.58,7,6,5,0
female,33,25,1,60,20,0,20,0,0,5,7,7,5,6,,25,30,10,10,5,20,7,7,8,8,7,5,0.13,7,8,7,0
female,33,32,1,25,15,20,25,10,5,5,7,7,5,8,3,25,30,10,10,5,20,5,6,6,5,7,6,0.68,7,6,5,0
female,33,25,1,27,15,28,10,10,10,4,7,7,4,6,4,25,30,10,10,5,20,7,6,7,7,8,6,0.27,7,7,6,0
female,33,25,1,25,20,30,15,5,5,2,7,7,3,7,2,25,30,10,10,5,20,5,6,7,4,5,6,0.49,7,5,5,0
female,33,27,1,20,20,20,15,5,20,3,6,8,4,5,4,25,30,10,10,5,20,7,7,7,7,6,8,0.6,7,7,7,0
female,33,23,1,25,15,20,20,10,10,6,6,9,6,,6,25,30,10,10,5,20,7,7,7,7,7,7,-0.41,7,7,6,0
female,33,27,1,50,10,10,10,10,10,3,3,3,6,6,1,25,30,10,10,5,20,4,8,8,5,6,4,-0.29,7,5,5,0
female,33,27,1,25,20,25,20,10,0,2,5,,3,,,25,30,10,10,5,20,7,7,7,7,7,6,0.75,7,8,6,0
female,33,24,1,20,20,25,25,5,5,5,5,5,4,4,4,25,30,10,10,5,20,6,8,8,6,7,6,0.01,7,7,7,1
female,33,22,1,10,15,25,15,15,20,6,,,,,,25,30,10,10,5,20,6,7,6,6,7,5,0.13,7,6,5,0
female,33,22,1,35,40,5,5,7,8,4,7,6,4,4,,25,30,10,10,5,20,5,5,6,5,5,6,0.26,7,5,5,0
female,33,27,1,20,20,15,25,10,10,3,6,6,4,4,5,25,30,10,10,5,20,5,5,6,5,6,8,0.29,7,6,6,0
female,33,28,1,20,30,10,20,0,20,2,3,6,2,6,2,25,30,10,10,5,20,7,7,7,7,7,8,0.13,7,8,6,0
female,33,34,1,30,10,30,10,5,15,2,5,6,5,5,4,25,30,10,10,5,20,6,7,7,5,7,4,0.4,7,5,4,0
female,33,27,1,20,20,15,15,12,18,5,9,8,7,6,6,25,30,10,10,5,20,4,7,7,6,8,6,0.09,7,6,6,0
female,33,28,1,20,18,20,17,10,15,4,10,8,6,7,7,25,30,10,10,5,20,5,7,6,6,7,7,-0.04,7,6,6,0
female,33,28,1,23,18,21,18,10,10,4,6,7,6,5,8,25,30,10,10,5,20,5,7,6,6,6,5,0.38,7,7,6,0
female,22,29,3,30,25,18,18,4,5,8,8,9,7,8,5,25,7,25,25,8,10,6,6,6,2,5,2,0.62,6,4,5,0
female,22,24,3,30,10,20,20,10,10,6,7,10,6,9,3,25,7,25,25,8,10,4,3,3,3,4,2,0.33,6,3,3,0
female,22,21,3,25,10,25,5,10,25,5,5,6,6,5,6,25,7,25,25,8,10,8,7,6,5,4,3,0.34,6,4,4,0
female,22,26,3,24,16,28,14,8,10,3,8,10,3,6,4,25,7,25,25,8,10,8,7,6,5,5,3,0.49,6,7,5,0
female,22,25,3,60,20,0,20,0,0,6,7,7,6,,,25,7,25,25,8,10,9,5,8,7,5,4,0.19,6,8,5,0
female,22,32,3,25,15,20,25,10,5,6,6,8,7,8,3,25,7,25,25,8,10,4,5,5,2,5,2,0.74,6,3,4,0
female,22,25,3,27,15,28,10,10,10,6,5,8,7,8,4,25,7,25,25,8,10,9,8,8,6,8,4,0.39,6,8,5,0
female,22,25,3,25,20,30,15,5,5,3,7,8,6,6,6,25,7,25,25,8,10,5,5,7,3,6,3,0.48,6,5,5,0
female,22,27,3,20,20,20,15,5,20,6,5,7,6,5,5,25,7,25,25,8,10,6,3,4,2,4,2,0.52,6,3,3,0
female,22,23,3,25,15,20,20,10,10,7,7,7,7,7,5,25,7,25,25,8,10,7,6,5,7,5,2,-0.39,6,6,5,0
female,22,27,3,50,10,10,10,10,10,10,10,10,10,10,10,25,7,25,25,8,10,6,6,6,5,5,5,-0.11,6,5,7,0
female,22,27,3,25,20,25,20,10,0,3,4,,4,7,,25,7,25,25,8,10,6,3,5,3,3,3,0.77,6,4,3,0
female,22,24,3,20,20,25,25,5,5,8,8,8,8,8,8,25,7,25,25,8,10,3,5,5,3,5,2,-0.25,6,3,3,0
female,22,22,3,10,15,25,15,15,20,7,,9,,8,6,25,7,25,25,8,10,5,5,7,3,5,3,0.11,6,3,5,0
female,22,22,3,35,40,5,5,7,8,8,8,7,8,7,9,25,7,25,25,8,10,5,6,6,3,3,3,0.29,6,3,3,0
female,22,27,3,20,20,15,25,10,10,5,5,7,5,5,5,25,7,25,25,8,10,5,9,8,6,8,2,0.38,6,3,5,0
female,22,28,3,20,30,10,20,0,20,5,9,8,7,6,5,25,7,25,25,8,10,5,7,6,8,5,2,0.23,6,4,5,0
female,22,34,3,30,10,30,10,5,15,3,6,6,5,6,4,25,7,25,25,8,10,8,3,3,2,3,2,0.37,6,3,3,0
female,22,27,3,20,20,15,15,12,18,6,9,8,7,7,7,25,7,25,25,8,10,5,7,9,8,9,5,0.09,6,7,5,0
female,22,28,3,20,18,20,17,10,15,5,10,7,4,4,4,25,7,25,25,8,10,8,7,5,5,7,3,0.16,6,6,5,0
female,22,28,3,23,18,21,18,10,10,6,8,8,6,5,6,25,7,25,25,8,10,4,4,5,5,6,5,0.27,6,3,3,0
female,26,29,1,30,25,18,18,4,5,6,5,5,8,4,8,16.67,16.67,16.67,16.67,16.67,16.67,6,7,6,6,6,6,0.19,6,6,6,0
female,26,24,1,30,10,20,20,10,10,2,4,6,4,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,0.28,6,6,6,0
female,26,21,1,25,10,25,5,10,25,5,5,6,5,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,6,7,6,7,6,0.3,6,6,6,0
female,26,26,1,24,16,28,14,8,10,7,6,5,5,4,6,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,0.24,6,6,6,0
female,26,25,1,60,20,0,20,0,0,6,6,6,4,5,,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,0.06,6,6,6,0
female,26,32,1,25,15,20,25,10,5,7,6,5,5,5,2,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,-0.12,6,5,5,0
female,26,25,1,27,15,28,10,10,10,5,5,7,3,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,5,-0.25,6,6,5,0
female,26,25,1,25,20,30,15,5,5,8,7,8,5,6,7,16.67,16.67,16.67,16.67,16.67,16.67,6,6,7,6,7,5,0.13,6,6,5,0
female,26,27,1,20,20,20,15,5,20,5,4,4,3,5,2,16.67,16.67,16.67,16.67,16.67,16.67,6,6,7,6,7,6,0.18,6,6,6,0
female,26,23,1,25,15,20,20,10,10,6,7,7,5,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,7,7,7,7,6,0.36,6,7,6,0
female,26,27,1,50,10,10,10,10,10,9,9,9,9,9,9,16.67,16.67,16.67,16.67,16.67,16.67,6,7,7,6,7,6,-0.16,6,6,6,0
female,26,27,1,25,20,25,20,10,0,7,7,,8,,,16.67,16.67,16.67,16.67,16.67,16.67,6,7,7,6,7,6,0.31,6,6,6,0
female,26,24,1,20,20,25,25,5,5,3,3,3,3,3,3,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,-0.25,6,5,5,0
female,26,22,1,10,15,25,15,15,20,7,,7,,8,7,16.67,16.67,16.67,16.67,16.67,16.67,5,6,7,5,7,5,-0.5,6,5,5,0
female,26,22,1,35,40,5,5,7,8,7,7,5,5,6,9,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,5,-0.02,6,5,5,0
female,26,27,1,20,20,15,25,10,10,5,7,3,4,5,5,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,-0.02,6,6,6,0
female,26,28,1,20,30,10,20,0,20,7,4,7,4,7,3,16.67,16.67,16.67,16.67,16.67,16.67,6,7,7,7,6,5,-0.3,6,6,5,0
female,26,34,1,30,10,30,10,5,15,3,6,6,4,4,5,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,0.38,6,6,6,0
female,26,27,1,20,20,15,15,12,18,5,9,8,7,7,6,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,6,0.22,6,7,5,0
female,26,28,1,20,18,20,17,10,15,5,10,8,4,6,4,16.67,16.67,16.67,16.67,16.67,16.67,6,7,7,6,6,6,-0.24,6,7,6,0
female,26,28,1,23,18,21,18,10,10,5,7,6,5,5,4,16.67,16.67,16.67,16.67,16.67,16.67,6,6,6,6,6,6,0.33,6,6,6,0
female,24,29,5,30,25,18,18,4,5,7,6,8,5,5,8,15,25,20,20,10,10,7,7,6,5,5,5,0.55,6,6,8,0
female,24,24,5,30,10,20,20,10,10,4,8,8,5,9,,15,25,20,20,10,10,6,7,6,5,6,4,0.66,6,6,7,0
female,24,21,5,25,10,25,5,10,25,6,5,7,6,5,6,15,25,20,20,10,10,6,6,7,4,6,5,0.05,6,6,5,0
female,24,26,5,24,16,28,14,8,10,7,8,9,7,8,8,15,25,20,20,10,10,6,5,6,7,6,5,-0.06,6,6,7,0
female,24,25,5,60,20,0,20,0,0,7,7,7,7,,,15,25,20,20,10,10,6,6,6,6,7,4,-0.39,6,5,6,0
female,24,32,5,25,15,20,25,10,5,8,7,8,7,8,3,15,25,20,20,10,10,4,7,7,4,6,6,0.3,6,6,6,0
female,24,25,5,27,15,28,10,10,10,7,7,8,6,9,6,15,25,20,20,10,10,8,7,7,6,7,7,-0.06,6,8,7,1
female,24,25,5,25,20,30,15,5,5,7,8,8,7,7,6,15,25,20,20,10,10,6,7,7,6,5,7,0.17,6,6,7,0
female,24,27,5,20,20,20,15,5,20,7,5,7,3,10,2,15,25,20,20,10,10,6,5,7,5,6,5,0.16,6,6,6,0
female,24,23,5,25,15,20,20,10,10,8,7,7,7,7,7,15,25,20,20,10,10,6,8,6,7,6,5,-0.32,6,7,7,1
female,24,27,5,50,10,10,10,10,10,9,9,9,9,9,9,15,25,20,20,10,10,5,7,6,4,5,4,-0.58,6,5,8,0
female,24,27,5,25,20,25,20,10,0,7,6,,6,6,7,15,25,20,20,10,10,7,7,7,7,7,6,0.45,6,6,7,0
female,24,24,5,20,20,25,25,5,5,6,6,6,6,6,6,15,25,20,20,10,10,7,8,7,6,7,6,0.25,6,6,7,0
female,24,22,5,10,15,25,15,15,20,6,,7,7,,8,15,25,20,20,10,10,4,6,7,6,5,5,-0.06,6,5,5,0
female,24,22,5,35,40,5,5,7,8,6,7,6,6,5,5,15,25,20,20,10,10,7,4,5,3,5,4,0.64,6,3,2,0
female,24,27,5,20,20,15,25,10,10,6,6,6,6,5,5,15,25,20,20,10,10,6,7,7,6,5,5,-0.22,6,6,6,0
female,24,28,5,20,30,10,20,0,20,6,8,8,8,7,7,15,25,20,20,10,10,7,7,6,7,5,3,-0.13,6,7,8,1
female,24,34,5,30,10,30,10,5,15,7,8,8,7,6,8,15,25,20,20,10,10,7,6,6,6,5,7,0.2,6,7,6,0
female,24,27,5,20,20,15,15,12,18,5,8,8,7,6,6,15,25,20,20,10,10,5,6,7,4,6,6,-0.3,6,5,5,0
female,24,28,5,20,18,20,17,10,15,6,10,7,5,6,4,15,25,20,20,10,10,7,7,7,7,6,5,-0.23,6,7,7,0
female,24,28,5,23,18,21,18,10,10,6,8,9,6,7,4,15,25,20,20,10,10,5,6,7,4,7,5,-0.11,6,5,4,0
female,24,29,6,30,25,18,18,4,5,7,6,7,5,8,1,22,14,30,10,14,10,5,7,8,6,8,0,0.64,3,3,0,0
female,24,24,6,30,10,20,20,10,10,6,8,8,8,8,8,22,14,30,10,14,10,5,7,7,7,7,2,0.46,3,3,2,0
female,24,21,6,25,10,25,5,10,25,6,6,7,5,6,7,22,14,30,10,14,10,5,5,6,6,6,6,0.56,3,4,3,0
female,24,26,6,24,16,28,14,8,10,6,5,4,5,3,6,22,14,30,10,14,10,3,5,6,6,6,2,0.7,3,6,2,0
female,24,25,6,60,20,0,20,0,0,7,6,6,6,,8,22,14,30,10,14,10,5,6,6,6,6,7,0.55,3,6,3,0
female,24,32,6,25,15,20,25,10,5,5,5,5,5,5,,22,14,30,10,14,10,2,7,8,5,8,0,0.88,3,3,0,0
female,24,25,6,27,15,28,10,10,10,8,8,7,7,5,4,22,14,30,10,14,10,6,6,7,7,7,8,0.23,3,6,4,0
female,24,25,6,25,20,30,15,5,5,6,6,6,6,5,7,22,14,30,10,14,10,3,4,6,5,5,6,0.75,3,3,2,0
female,24,27,6,20,20,20,15,5,20,6,7,5,5,6,7,22,14,30,10,14,10,3,5,6,4,6,7,0.74,3,3,2,0
female,24,23,6,25,15,20,20,10,10,8,8,8,8,8,7,22,14,30,10,14,10,7,7,7,7,7,6,-0.21,3,6,5,0
female,24,27,6,50,10,10,10,10,10,10,10,10,10,10,10,22,14,30,10,14,10,4,7,9,6,9,6,0.21,3,6,5,0
female,24,27,6,25,20,25,20,10,0,7,7,,8,,7,22,14,30,10,14,10,6,7,8,8,7,8,0.8,3,7,5,0
female,24,24,6,20,20,25,25,5,5,8,8,8,8,8,8,22,14,30,10,14,10,5,7,7,7,7,8,0.29,3,5,2,0
female,24,22,6,10,15,25,15,15,20,7,,8,,,,22,14,30,10,14,10,3,5,6,5,7,6,0.42,3,3,2,0
female,24,22,6,35,40,5,5,7,8,8,6,7,6,6,6,22,14,30,10,14,10,3,4,6,3,7,3,0.26,3,3,1,0
